wkt_geom,RAILID,RAILNAME,RAILTYPE,BRITUNNAME,異動日期_西元年月,SOURCE,DEFINITION,坐標系統
"MultiLineString ((212454.63370000047143549 2667155.73870000056922436, 212439.72529999958351254 2667146.45609999913722277, 212379.68010000127833337 2667130.1053000008687377, 212365.68709999963175505 2667131.19869999960064888))",B0000000118,臺鐵臺中線(山線),1,楓樹腳橋,202203,0,0,
"MultiLineString ((212365.68709999963175505 2667131.19869999960064888, 212374.12949999887496233 2667140.36409999895840883, 212435.03509999995003454 2667157.67469999846071005, 212454.63370000047143549 2667155.73870000056922436))",B0000000119,臺鐵臺中線(山線),1,楓樹腳橋,202203,0,0,
"MultiLineString ((210982.87650000108988024 2667213.33170000091195107, 211036.51130000036209822 2667212.18630000064149499, 211124.826100000704173 2667201.68930000066757202, 211208.34170000086305663 2667192.17549999943003058, 211241.28169999917736277 2667182.72549999970942736))",B0000000120,臺鐵臺中線(山線),1,第一筏子溪橋,202203,0,0,
"MultiLineString ((211241.28169999917736277 2667182.72549999970942736, 211208.88189999968744814 2667183.25650000059977174, 211157.44290000019827858 2667189.4493000004440546, 211090.33009999990463257 2667197.08130000019446015, 211035.70949999956064858 2667203.42029999848455191, 210982.87650000108988024 2667213.33170000091195107))",B0000000121,臺鐵臺中線(山線),1,第一筏子溪橋,202203,0,0,
"MultiLineString ((212542.47670000130892731 2667180.78439999977126718, 212554.03610000078333542 2667184.36050000041723251, 212570.82969999950728379 2667189.63489999901503325, 212584.71069999894825742 2667194.71849999949336052, 212608.04390000033890828 2667203.22169999871402979, 212627.15010000095935538 2667210.9396999990567565, 212645.65889999942737631 2667218.72629999835044146, 212663.49389999965205789 2667226.99570000031962991, 212679.05550000065704808 2667234.10390000138431787, 212692.25109999952837825 2667241.42569999909028411, 212698.08710000122664496 2667244.18150000087916851, 212698.37309999990975484 2667244.31650000112131238, 212698.44629999907920137 2667244.35710000060498714, 212700.05950000043958426 2667245.26569999940693378, 212700.13249999977415428 2667245.30029999976977706, 212708.85869999986607581 2667250.11409999942407012, 212717.56709999914164655 2667255.15010000113397837, 212742.69629999887547456 2667270.79530000034719706, 212771.9249000009149313 2667288.20589999994263053, 212797.70330000011017546 2667305.28649999899789691, 212831.54929999998421408 2667327.93050000118091702, 212860.20710000122198835 2667346.76770000020042062, 212865.58590000055846758 2667350.34430000046268106, 212867.28690000047208741 2667351.47529999865218997, 212868.98750000080326572 2667352.60590000171214342, 212894.51110000043991022 2667369.57670000055804849, 212917.38350000069476664 2667385.06550000002607703, 212938.63869999902090058 2667399.04850000003352761, 212972.64870000048540533 2667421.69289999967440963, 212991.82029999879887328 2667434.54250000137835741, 213021.49789999987115152 2667454.40989999938756227, 213046.31570000061765313 2667470.95410000020638108, 213073.27009999979054555 2667488.95170000102370977, 213099.66230000104405917 2667506.64690000098198652, 213126.35670000116806477 2667524.15209999959915876, 213151.84030000111670233 2667541.03390000108629465, 213162.90869999933056533 2667548.4794999985024333, 213186.95529999904101714 2667564.05969999963417649))",B0000000122,臺鐵臺中線(山線),2,,202203,0,0,
"MultiLineString ((207398.23209999976097606 2667913.10359999816864729, 207390.7649000005912967 2667914.35789999924600124, 207359.75610000069718808 2667922.36390000069513917, 207311.56709999919985421 2667937.75450000027194619, 207283.50929999983054586 2667949.37749999901279807, 207251.37750000064261258 2667965.03329999931156635, 207214.82570000004488975 2667986.36910000070929527, 207170.12510000055772252 2668018.49049999890848994, 207164.7734999997774139 2668022.33610000042244792, 207163.49949999980162829 2668023.25149999978020787, 207159.43509999971138313 2668026.55690000066533685, 207138.84969999903114513 2668043.29850000003352761, 207097.55690000054892153 2668077.86130000138655305, 207053.027100000588689 2668116.73409999813884497, 207024.94930000029853545 2668139.65110000036656857, 207004.124300001130905 2668155.64889999944716692, 206980.8465000003343448 2668172.53690000157803297, 206961.3105000001960434 2668183.9363000001758337, 206960.37629999883938581 2668184.48130000103265047, 206953.00630000038654543 2668189.11070000100880861, 206946.55129999938071705 2668193.16510000173002481, 206943.38630000047851354 2668195.15330000128597021, 206936.72510000030160882 2668199.33750000037252903, 206933.6477000001759734 2668201.27049999963492155, 206916.98070000085863285 2668210.50109999906271696, 206910.52409999916562811 2668214.07690000021830201, 206909.42569999862462282 2668214.6853000009432435, 206903.10090000028139912 2668218.18809999991208315, 206901.73869999989983626 2668218.94250000175088644, 206892.01169999965350144 2668223.29530000034719706, 206883.56190000078640878 2668227.07650000136345625, 206852.61009999993257225 2668239.86929999943822622, 206819.20309999972232617 2668252.11209999909624457, 206779.30749999941326678 2668264.0092999991029501, 206772.2582999998703599 2668266.29690000042319298, 206727.58949999898322858 2668279.4526999993249774, 206678.30169999954523519 2668293.95130000170320272, 206629.96590000006835908 2668308.50709999818354845, 206624.1262999995960854 2668310.35029999818652868, 206592.78369999988353811 2668320.24229999911040068, 206572.80909999966388568 2668326.9775000000372529, 206508.28730000054929405 2668346.23149999976158142, 206485.15389999997569248 2668353.07090000156313181, 206399.56530000088969246 2668378.37470000144094229, 206322.77109999913955107 2668400.16269999928772449, 206305.35650000075111166 2668404.06389999901875854))",B0000000123,臺鐵成追線,2,,202203,0,0,
"MultiLineString ((211823.36179999995511025 2692645.60050000157207251, 211947.34529999978258274 2692843.73970000073313713, 211981.96990000031655654 2692893.34709999989718199, 212007.30109999876003712 2692928.35590000124648213, 212118.33330000037676655 2693094.29830000083893538, 212129.5946999992011115 2693106.71170000033453107, 212180.63030000065919012 2693184.42289999965578318, 212226.45249999861698598 2693265.69530000071972609, 212255.31970000040018931 2693316.83190000150352716, 212262.53369999851565808 2693334.35750000085681677, 212281.96010000084061176 2693370.81549999956041574, 212296.86909999896306545 2693399.31690000090748072, 212329.07070000056410208 2693454.93889999855309725, 212335.11870000028284267 2693462.45829999912530184, 212367.57009999954607338 2693520.29389999993145466, 212450.11369999876478687 2693649.7083000005222857, 212450.85670000000391155 2693650.90069999825209379, 212450.8835000011313241 2693650.94370000157505274, 212550.53170000066165812 2693810.83070000167936087, 212583.44410000083735213 2693866.29110000003129244, 212640.61110000038752332 2693955.96309999888762832, 212681.80370000097900629 2694010.50790000054985285, 212682.60819999920204282 2694011.44679999956861138))",B0000000124,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((207088.78689999994821846 2667215.41380000021308661, 207122.70279999991180375 2667329.56700000027194619))",B0000000125,臺鐵臺中線(山線),1,下大肚溪橋,202203,0,0,
"MultiLineString ((207103.16820000065490603 2667212.45700000040233135, 207137.33630000043194741 2667324.95910000009462237))",B0000000126,臺鐵臺中線(山線),1,大肚溪橋,202203,0,0,
"MultiLineString ((212454.63370000047143549 2667155.73870000056922436, 212483.16170000087004155 2667163.62609999906271696, 212486.85239999910118058 2667164.67139999940991402))",B0000000127,臺鐵臺中線(山線),2,,202203,0,0,
"MultiLineString ((212486.85239999910118058 2667164.67139999940991402, 212542.47670000130892731 2667180.78439999977126718))",B0000000128,臺鐵臺中線(山線),1,新麻園溪橋,202203,0,0,
"MultiLineString ((207415.01829999889014289 2667910.2838999992236495, 207398.23209999976097606 2667913.10359999816864729))",B0000000129,臺鐵成追線,1,王田圳排橋,202203,0,0,
"MultiLineString ((223228.80849999925703742 2684645.55709999892860651, 223264.93690000087372027 2684711.51110000070184469, 223288.05129999955534004 2684755.49630000162869692, 223292.07500000062282197 2684763.47609999915584922))",B0000000130,臺鐵臺中線(山線),2,,202203,0,0,
"MultiLineString ((210785.07210000103805214 2691747.59749999921768904, 210804.23350000017671846 2691761.73289999878033996, 210814.51350000037928112 2691768.47409999836236238, 210823.70749999937834218 2691775.53210000041872263, 210843.09209999928134494 2691788.32410000171512365, 210870.62110000004759058 2691807.20989999873563647, 210912.38149999984307215 2691833.89990000100806355, 211011.73309999966295436 2691898.14130000025033951, 211031.37150000006658956 2691911.03250000020489097, 211037.82569999957922846 2691915.83009999990463257, 211053.80369999958202243 2691926.2372999987564981, 211069.99409999948693439 2691936.45070000039413571, 211091.28229999967152253 2691950.3982999986037612, 211125.39489999896613881 2691972.36769999889656901, 211142.32189999957336113 2691983.71230000071227551, 211156.66929999922285788 2691993.0367000000551343, 211166.16890000048442744 2691999.57370000053197145, 211177.90490000063437037 2692007.19150000065565109, 211188.0630999990971759 2692013.29949999880045652, 211199.79929999902378768 2692020.91709999926388264, 211209.95749999969848432 2692027.0250999997369945, 211239.3894999991171062 2692046.68610000098124146, 211251.49149999959627166 2692054.02889999840408564, 211267.57509999899775721 2692064.16250000055879354, 211279.81109999847831205 2692071.61250000027939677, 211317.03009999918867834 2692095.76029999926686287, 211346.52550000045448542 2692114.43370000086724758, 211358.2024999990244396 2692122.39169999957084656, 211360.16849999988335185 2692124.48069999879226089, 211382.58709999901475385 2692139.69170000031590462, 211407.55810000054771081 2692157.08409999962896109, 211421.80010000057518482 2692166.75549999950453639, 211432.89069999987259507 2692174.79510000022128224, 211469.68010000087087974 2692203.17190000042319298, 211477.83270000058109872 2692209.73829999985173345, 211509.41829999996116385 2692236.96890000021085143, 211521.7437000009813346 2692248.19229999976232648, 211541.90169999987119809 2692265.90369999967515469, 211542.57770000046002679 2692266.89549999963492155, 211543.25370000104885548 2692267.88729999959468842, 211549.30829999898560345 2692272.93930000113323331, 211576.04030000104103237 2692300.47609999915584922, 211599.99170000030426309 2692325.71270000096410513, 211622.61030000011669472 2692351.11250000074505806, 211646.08930000039981678 2692379.36409999988973141, 211669.0367000003461726 2692408.20450000045821071, 211693.19490000043879263 2692440.92249999940395355, 211699.68630000011762604 2692450.01390000013634562, 211726.61190000001806766 2692490.71350000146776438, 211749.75230000057490543 2692526.9943000003695488, 211765.59190000128000975 2692553.48609999986365438, 211774.69930000050226226 2692568.25269999820739031, 211782.15699999986100011 2692580.22729999991133809))",B0000000131,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((210774.69099999932223 2691739.88950000051409006, 210777.01390000025276095 2691741.65289999917149544, 210785.07210000103805214 2691747.59749999921768904))",B0000000132,臺鐵縱貫線(海線),1,外埔橋,202203,0,0,
"MultiLineString ((210437.35080000065499917 2691340.05220000119879842, 210437.96730000016395934 2691341.28530000010505319, 210445.53729999921051785 2691354.68250000011175871, 210454.35629999981028959 2691371.28989999834448099, 210474.61329999990994111 2691406.60490000154823065, 210484.64230000140378252 2691422.02250000182539225, 210504.60489999971468933 2691451.71110000135377049, 210511.82510000083129853 2691463.8151000002399087, 210520.6180999994976446 2691475.78170000063255429, 210529.81510000006528571 2691489.21410000044852495, 210551.55009999917820096 2691518.53709999937564135, 210572.98430000033113174 2691544.83410000009462237, 210607.09889999995357357 2691585.55469999928027391, 210634.36789999945904128 2691614.67670000065118074, 210670.03750000026775524 2691650.80550000164657831, 210677.87129999918397516 2691657.85330000054091215, 210685.09870000011869706 2691665.16950000124052167, 210736.29229999997187406 2691708.88529999880120158, 210751.50269999992451631 2691721.72889999952167273, 210765.94930000067688525 2691733.25329999905079603, 210774.69099999932223 2691739.88950000051409006))",B0000000133,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((210428.29659999965224415 2691322.48469999944791198, 210437.35080000065499917 2691340.05220000119879842))",B0000000134,臺鐵縱貫線(海線),1,後厝橋,202203,0,0,
"MultiLineString ((210306.85110000032000244 2690972.915799998678267, 210316.33209999930113554 2691006.66930000018328428, 210322.92470000038156286 2691028.81729999929666519, 210327.89329999929759651 2691047.03529999917373061, 210358.77690000063739717 2691153.02070000069215894, 210363.96530000129132532 2691168.45070000039413571, 210370.70970000000670552 2691187.34409999940544367, 210375.89790000085486099 2691202.77409999910742044, 210382.84049999970011413 2691221.13369999965652823, 210399.83070000007865019 2691261.68569999933242798, 210408.04110000032233074 2691280.20229999907314777, 210425.12629999910132028 2691316.61930000130087137, 210428.29659999965224415 2691322.48469999944791198))",B0000000135,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((209691.42669999966165051 2688905.98910000082105398, 209727.5831000012694858 2689003.92329999944195151, 209740.91989999898942187 2689054.58489999920129776, 209773.96630000043660402 2689153.94830000121146441, 209852.77370000031078234 2689431.78949999902397394, 209880.97990000055870041 2689515.11720000067725778))",B0000000136,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((203592.39369999957852997 2671540.1524999993853271, 203552.54429999968851916 2671771.1721000000834465, 203543.2711000005947426 2671821.30949999904260039, 203520.30589999980293214 2671927.98150000022724271, 203514.63090000033844262 2671976.80130000086501241, 203465.82029999975929968 2672273.14750000089406967, 203457.91970000002766028 2672319.69449999975040555, 203443.97110000054817647 2672382.09969999920576811))",B0000000137,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((203594.30669999981182627 2671529.06239999923855066, 203592.39369999957852997 2671540.1524999993853271))",B0000000138,臺鐵縱貫線(海線),1,第二大肚橋,202203,0,0,
"MultiLineString ((204309.61109999928157777 2670087.93679999932646751, 204020.68310000066412613 2670543.39150000084191561, 203969.50190000009024516 2670621.26090000057592988, 203743.1854999999050051 2670981.52890000026673079, 203702.0232999992731493 2671057.36350000044330955, 203683.23129999940283597 2671102.70310000004246831, 203663.85490000055870041 2671156.04429999925196171, 203647.4573000002419576 2671220.93370000133290887, 203594.75989999930607155 2671526.43569999886676669, 203594.75210000004153699 2671526.48049999866634607, 203594.30669999981182627 2671529.06239999923855066))",B0000000139,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((204383.38170000075479038 2669971.64770000008866191, 204378.45840000093448907 2669979.40860000159591436))",B0000000140,臺鐵縱貫線(海線),1,社腳橋,202203,0,0,
"MultiLineString ((204465.52520000102231279 2669842.15990000031888485, 204383.38170000075479038 2669971.64770000008866191))",B0000000141,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((204473.73239999986253679 2669829.22239999985322356, 204465.52520000102231279 2669842.15990000031888485))",B0000000142,臺鐵縱貫線(海線),1,社腳橋,202203,0,0,
"MultiLineString ((204777.09610000072279945 2669351.0118000004440546, 204473.73239999986253679 2669829.22239999985322356))",B0000000143,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((204786.15200000011827797 2669336.73650000104680657, 204777.09610000072279945 2669351.0118000004440546))",B0000000144,臺鐵縱貫線(海線),1,渡船頭橋,202203,0,0,
"MultiLineString ((205335.67230000044219196 2668721.03570000128820539, 205333.72549999906914309 2668722.07329999981448054, 205287.37670000045909546 2668752.16389999864622951, 205287.30430000054184347 2668752.21089999843388796, 205271.89950000128010288 2668762.21169999986886978, 205221.64490000042133033 2668797.69369999971240759, 205151.13350000148057006 2668854.51969999959692359, 205100.37990000034915283 2668900.78669999819248915, 205079.34810000035213307 2668922.90269999904558063, 205079.05729999954928644 2668923.20869999844580889, 205048.63229999921168201 2668955.20250000013038516, 205007.30990000002202578 2669002.45750000048428774, 204958.66330000100424513 2669068.8131000017747283, 204896.06570000032661483 2669163.47289999900385737, 204786.15200000011827797 2669336.73650000104680657))",B0000000145,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((205347.25839999894378707 2668714.86060000071302056, 205335.67230000044219196 2668721.03570000128820539))",B0000000146,臺鐵縱貫線(海線),1,上大肚橋,202203,0,0,
"MultiLineString ((206305.35650000075111166 2668404.06389999901875854, 205987.71109999989857897 2668492.58149999938905239, 205919.75109999981941655 2668514.59630000125616789, 205903.51600000029429793 2668518.87790000112727284))",B0000000147,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((205903.51600000029429793 2668518.87790000112727284, 205895.12550000046030618 2668521.09070000005885959))",B0000000148,臺鐵縱貫線(海線),1,北追分橋,202203,0,0,
"MultiLineString ((209578.34509999881265685 2688479.05500000016763806, 209579.63090000086231157 2688483.25430000061169267, 209601.01270000080694444 2688571.38710000086575747, 209603.80029999918770045 2688594.04909999947994947, 209609.0065000006579794 2688615.04169999901205301, 209679.5749000008800067 2688857.7895000004209578, 209691.42669999966165051 2688905.98910000082105398))",B0000000149,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((209574.15609999961452559 2688465.3735999995842576, 209578.34509999881265685 2688479.05500000016763806))",B0000000150,臺鐵縱貫線(海線),1,客庄橋,202203,0,0,
"MultiLineString ((207095.77749999973457307 2685449.30579999973997474, 207276.33120000085909851 2685453.73820000048726797))",B0000000151,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((207276.33120000085909851 2685453.73820000048726797, 207323.80380000022705644 2685454.90359999937936664))",B0000000152,臺鐵縱貫線(海線),1,橋頭溪橋,202203,0,0,
"MultiLineString ((206910.58040000108303502 2688359.68070000130683184, 207678.89029999915510416 2688584.36869999906048179, 207679.18369999970309436 2688584.45450000185519457, 208602.09889999940060079 2688854.35409999918192625, 208690.91809999936958775 2688883.1941000004298985, 209029.97849999967729673 2689009.55290000000968575, 209077.17630000080680475 2689026.27069999976083636, 209155.09630000140168704 2689056.18089999910444021, 209372.36330000043381006 2689137.15069999964907765, 209433.95810000062920153 2689158.24049999983981252, 209457.1247000006842427 2689163.03490000031888485, 209477.99869999982183799 2689164.85329999960958958, 209510.99769999974523671 2689163.51209999900311232, 209535.70429999975021929 2689158.59109999937936664, 209556.48969999881228432 2689151.69250000081956387, 209574.70669999968959019 2689143.35650000022724271, 209601.01330000022426248 2689128.06629999866709113, 209620.91669999936129898 2689112.01830000057816505, 209642.95809999998891726 2689089.00269999913871288, 209654.4240999995090533 2689073.10409999918192625, 209667.19409999932395294 2689051.46770000178366899, 209673.07070000006933697 2689037.12410000059753656, 209681.96109999931650236 2689006.9375, 209685.7454999994370155 2688984.06949999975040555, 209691.42669999966165051 2688905.98910000082105398))",B0000000153,臺鐵臺中臨港線,2,,202203,0,0,
"MultiLineString ((206904.71040000068023801 2688357.96399999875575304, 206910.58040000108303502 2688359.68070000130683184))",B0000000154,臺鐵臺中臨港線,1,國姓橋,202203,0,0,
"MultiLineString ((203292.80090000055497512 2687243.52810000069439411, 203299.77270000049611554 2687257.71749999979510903, 203322.20629999868106097 2687287.33850000146776438, 203343.0622999994084239 2687305.67469999985769391, 203355.23070000106235966 2687313.95209999848157167, 203380.63470000127563253 2687327.10529999993741512, 203467.67470000026514754 2687354.990900001488626, 203592.19089999940479174 2687391.47709999978542328, 203646.35610000015003607 2687413.37410000013187528, 203695.73170000041136518 2687429.27089999988675117, 203845.61150000046472996 2687485.33449999894946814, 203952.97950000083073974 2687516.67389999981969595, 204067.71009999999660067 2687543.12250000052154064, 204115.02909999899566174 2687552.60150000173598528, 204185.77350000047590584 2687570.90450000017881393, 204239.75889999914215878 2687578.99009999958798289, 204267.1576999994867947 2687585.30629999935626984, 204587.09779999929014593 2687679.90699999965727329))",B0000000155,臺鐵臺中臨港線,2,,202203,0,0,
"MultiLineString ((204587.09779999929014593 2687679.90699999965727329, 204648.43329999977140687 2687698.04279999993741512))",B0000000156,臺鐵臺中臨港線,1,鎮平橋,202203,0,0,
"MultiLineString ((206482.23730000003706664 2684922.0414000004529953, 206484.25230000092415139 2684927.16010000091046095, 206491.15549999946961179 2684943.72529999911785126, 206496.02809999871533364 2684956.75990000041201711, 206516.93529999954625964 2685006.70910000102594495, 206522.8382999996538274 2685021.53369999956339598, 206529.08150000014575198 2685036.37490000016987324, 206536.3157000012579374 2685054.69150000158697367, 206547.90330000052927062 2685081.9767000013962388, 206564.75489999956334941 2685125.29969999939203262, 206575.45650000046589412 2685150.22269999980926514, 206580.15610000002197921 2685160.06410000007599592, 206586.74109999943175353 2685175.80850000027567148, 206596.62689999953727238 2685196.73690000083297491, 206602.79450000094948336 2685208.47089999867603183, 206606.18589999977848493 2685215.33689999952912331, 206616.30150000099092722 2685232.79090000037103891, 206621.16749999986495823 2685240.14589999942108989, 206626.85950000089360401 2685249.37429999932646751, 206633.08149999938905239 2685257.85850000102072954, 206654.77289999998174608 2685285.80749999918043613, 206662.21590000001015142 2685294.24449999909847975, 206668.86389999941457063 2685302.16309999953955412, 206676.23790000070584938 2685309.59649999998509884, 206683.19189999980153516 2685316.96350000100210309, 206699.93049999978393316 2685333.11109999939799309, 206719.74550000089220703 2685349.51609999965876341, 206734.6201000006403774 2685360.71429999871179461, 206734.66670000070007518 2685360.74929999839514494, 206739.02489999876706861 2685364.0303000002168119, 206750.41249999962747097 2685371.69070000015199184, 206758.70590000081574544 2685377.51630000025033951, 206781.12689999988651834 2685391.10189999919384718, 206795.75289999865344726 2685398.47289999853819609, 206809.65329999959794804 2685405.11150000058114529, 206825.70569999984581955 2685412.21089999889954925, 206836.28589999856194481 2685416.3380999993532896, 206848.42530000119586475 2685420.72450000140815973, 206858.77229999983683228 2685424.13570000138133764, 206879.71870000113267452 2685430.27070000022649765, 206888.16530000083730556 2685432.40169999981299043, 206908.41070000088075176 2685436.92669999878853559, 206927.01929999986896291 2685440.12130000069737434, 206940.67609999951673672 2685441.47169999917969108, 206950.62469999981112778 2685442.70390000101178885, 206962.5769000006839633 2685443.49669999908655882))",B0000000157,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((206478.92560000083176419 2684913.62869999930262566, 206482.23730000003706664 2684922.0414000004529953))",B0000000158,臺鐵縱貫線(海線),1,第一牛罵頭橋,202203,0,0,
"MultiLineString ((206403.26410000029136427 2684723.57420000061392784, 206430.31169999955454841 2684788.29509999882429838, 206431.15810000011697412 2684793.56989999953657389, 206432.00470000045606866 2684798.84470000024884939, 206437.58709999918937683 2684812.27830000128597021, 206442.69269999873358756 2684825.97790000028908253, 206450.7657000009494368 2684846.02470000041648746, 206455.62769999916781671 2684857.92589999875053763, 206457.77770000032614917 2684861.73489999957382679, 206469.01210000045830384 2684888.44549999991431832, 206478.92560000083176419 2684913.62869999930262566))",B0000000159,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((206393.34500000078696758 2684699.07569999992847443, 206397.23209999862592667 2684709.14069999847561121, 206403.26410000029136427 2684723.57420000061392784))",B0000000160,臺鐵縱貫線(海線),1,鹿寮橋,202203,0,0,
"MultiLineString ((205673.11519999906886369 2682908.84999999916180968, 205722.53770000132499263 2683032.97049999982118607, 205738.25330000009853393 2683071.04030000139027834, 205758.13210000045364723 2683121.02649999968707561, 205776.12050000121234916 2683164.7559000002220273, 205779.83469999930821359 2683174.29810000071302056, 205785.27089999950840138 2683187.40789999905973673, 205788.98529999959282577 2683196.95009999955072999, 205818.61170000053243712 2683269.98330000136047602, 205829.73410000067087822 2683300.11449999921023846, 205833.69870000024093315 2683309.84789999993517995, 205838.96609999903012067 2683324.21969999885186553, 205846.79210000092280097 2683343.41149999992921948, 205851.94309999945107847 2683355.47190000023692846, 205857.66409999952884391 2683369.43249999918043613, 205858.74909999949159101 2683372.19549999898299575, 205861.96470000129193068 2683379.95910000009462237, 205863.03509999962989241 2683382.19650000054389238, 205877.94570000065141357 2683421.05709999985992908, 205884.27570000069681555 2683437.12209999933838844, 205894.36270000028889626 2683462.1017000013962388, 205901.39910000091185793 2683478.97170000057667494, 205937.87409999908413738 2683569.92550000082701445, 205944.10109999944688752 2683585.95250000059604645, 205993.41109999996842816 2683707.74330000020563602, 205999.40809999941848218 2683723.78450000006705523, 206010.24569999967934564 2683751.15650000143796206, 206016.61210000060964376 2683766.7350999996997416, 206022.88670000009005889 2683781.57110000029206276, 206033.34870000032242388 2683807.61250000027939677, 206034.17470000026514754 2683809.46670000115409493, 206035.47809999890159816 2683812.45949999941512942, 206036.3321000010764692 2683815.1081000012345612, 206037.45609999942826107 2683817.98610000032931566, 206051.37070000020321459 2683853.75650000059977174, 206067.1661000007588882 2683893.00369999837130308, 206075.76470000017434359 2683913.3392999991774559, 206087.72609999898122624 2683943.51290000136941671, 206092.37909999844850972 2683956.03590000094845891, 206097.62129999900935218 2683968.59530000109225512, 206100.97569999974803068 2683979.71390000032261014, 206108.14970000041648746 2683999.26089999917894602, 206135.31169999961275607 2684055.74789999984204769, 206277.11090000026160851 2684419.82730000000447035, 206348.64929999885498546 2684583.34369999915361404, 206393.34500000078696758 2684699.07569999992847443))",B0000000161,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((205669.32359999915934168 2682899.32769999979063869, 205673.11519999906886369 2682908.84999999916180968))",B0000000162,臺鐵縱貫線(海線),1,第一鹿寮橋,202203,0,0,
"MultiLineString ((205368.33050000050570816 2682148.5828000009059906, 205370.53810000015073456 2682154.32090000063180923, 205375.95710000122198835 2682168.35649999929592013, 205382.31570000067586079 2682183.33289999980479479, 205399.58509999961825088 2682227.78669999912381172, 205422.34309999994002283 2682283.87410000013187528, 205455.28849999979138374 2682366.25790000054985285, 205471.49250000008032657 2682405.79010000033304095, 205477.10390000010374933 2682419.98670000117272139, 205491.50090000141062774 2682457.71429999964311719, 205536.33930000077816658 2682567.95350000122562051, 205543.53589999990072101 2682586.21949999965727329, 205547.3324999994947575 2682595.50970000028610229, 205547.3490999992354773 2682595.55069999909028411, 205560.19190000082016923 2682626.97669999953359365, 205573.44010000070556998 2682660.73850000184029341, 205641.27289999969070777 2682828.88089999929070473, 205669.32359999915934168 2682899.32769999979063869))",B0000000163,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((205364.30040000108419918 2682138.10740000056102872, 205368.33050000050570816 2682148.5828000009059906))",B0000000164,臺鐵縱貫線(海線),1,第二鹿寮橋,202203,0,0,
"MultiLineString ((205292.23120000137714669 2681959.20620000082999468, 205308.04470000026049092 2681998.40549999987706542, 205323.07169999933103099 2682036.17049999861046672, 205344.9795000005105976 2682090.36970000015571713, 205359.96409999995375983 2682126.83629999961704016, 205364.30040000108419918 2682138.10740000056102872))",B0000000165,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((205284.6846999999252148 2681940.75849999999627471, 205286.27689999906579033 2681944.44630000088363886, 205292.23120000137714669 2681959.20620000082999468))",B0000000166,臺鐵縱貫線(海線),1,第一沙鹿橋,202203,0,0,
"MultiLineString ((204671.83200000098440796 2680412.1808999995701015, 204708.12789999865344726 2680501.32669999962672591, 204735.39870000089285895 2680569.64169999957084656, 204753.44450000033248216 2680613.52930000005289912, 204777.22349999938160181 2680673.24950000084936619, 204789.14649999921675771 2680702.57949999999254942, 204794.67869999911636114 2680716.92909999983385205, 204799.8661000007414259 2680729.68669999996200204, 204818.80190000141737983 2680778.69329999852925539, 204823.52790000027744099 2680791.82470000069588423, 204844.56630000058794394 2680843.41889999900013208, 204864.06250000087311491 2680893.11829999973997474, 204871.73490000021411106 2680911.12670000176876783, 204877.24229999928502366 2680924.95409999880939722, 204890.36230000125942752 2680956.47170000057667494, 204977.52969999890774488 2681183.94409999996423721, 205093.72970000078203157 2681466.94850000040605664, 205118.88470000040251762 2681528.06189999915659428, 205119.17969999942579307 2681528.77889999840408564, 205171.40669999952660874 2681655.66210000077262521, 205178.72009999852161855 2681674.24029999971389771, 205192.26950000043143518 2681709.74729999992996454, 205198.74110000117798336 2681727.50990000041201711, 205205.19790000046486966 2681744.01829999964684248, 205208.67749999975785613 2681754.58890000078827143, 205212.77570000098785385 2681764.98430000012740493, 205217.60610000038286671 2681778.55529999919235706, 205221.70449999923584983 2681788.95050000073388219, 205228.79989999916870147 2681805.88109999988228083, 205236.60290000075474381 2681825.74510000087320805, 205263.82689999870490283 2681892.13030000124126673, 205269.69030000094790012 2681906.87270000018179417, 205278.21129999868571758 2681925.76470000017434359, 205284.6846999999252148 2681940.75849999999627471))",B0000000167,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((204154.90069999996921979 2679019.74100000131875277, 204159.87589999925694428 2679038.52309999940916896))",B0000000168,臺鐵縱貫線(海線),1,南勢坑橋,202203,0,0,
